SNIN_REFERENCE,PLOT_NO,INSPECTION_DATE,INSP_GROUP
05000013,3,2021-10-27,Handover
05000013,5,2021-12-29,Handover
05000013,7,2021-10-27,Handover
05000013,9,2021-10-27,Handover
05000013,11,2021-10-27,Handover
05000013,13,2021-10-27,Handover
05000013,15,2021-10-27,Handover
05000013,17,2021-10-27,Handover
05000013,19,2021-10-27,Handover
05000013,21,2021-10-27,Handover
05000013,23,2021-10-27,Handover
05000013,25,2021-10-27,Handover
05000013,27,2021-10-27,Handover
05000013,29,2021-10-27,Handover
05000013,31,2021-10-27,Handover
05000013,33,2021-10-27,Handover
05000013,35,2021-10-27,Handover
05000013,37,2021-10-27,Handover
05000013,39,2021-10-27,Handover
05000013,41,2021-10-27,Handover
05000013,43,2021-10-27,Handover
05000013,45,2021-10-27,Handover
05000013,47,2021-10-27,Handover
05000013,49,2021-10-27,Handover
05000013,51,2021-10-27,Handover
05000013,53,2021-10-27,Handover
05000013,55,2021-10-27,Handover
05000013,57,2021-11-24,Handover
05000013,59,2021-10-27,Handover
05000013,61,2021-10-27,Handover
05000013,63,2021-10-27,Handover
05000013,65,2021-10-27,Handover
05000013,67,2021-11-17,Handover
05000013,69,2021-10-27,Handover
05000013,71,2021-10-27,Handover
05000013,73,2021-10-27,Handover
05000013,75,2021-10-27,Handover
05000013,77,2021-10-27,Handover
05000013,79,2021-10-27,Handover
05000013,81,2021-10-27,Handover
05000013,83,2021-10-27,Handover
05000013,85,2021-10-27,Handover
05000014,2,2021-10-27,Handover
05000014,4,2021-10-27,Handover
05000014,6,2021-10-27,Handover
05000014,8,2021-10-27,Handover
05000014,10,2021-10-27,Handover
05000014,12,2021-10-27,Handover
05000014,14,2021-10-27,Handover
05000014,16,2021-10-27,Handover
05000014,18,2021-10-27,Handover
05000014,20,2021-10-27,Handover
05000014,22,2021-10-27,Handover
05000014,24,2021-10-27,Handover
05000014,26,2021-10-27,Handover
05000014,28,2021-10-27,Handover
05000014,30,2021-10-27,Handover
05000014,32,2021-10-27,Handover
05000014,34,2021-10-27,Handover
05000014,36,2021-10-27,Handover
05000014,38,2021-10-27,Handover
05000014,40,2021-10-27,Handover
05000014,42,2021-10-27,Handover
05000014,44,2021-10-27,Handover
05000014,46,2021-10-27,Handover
05000014,48,2021-10-27,Handover
05000014,50,2021-10-27,Handover
05000014,52,2021-10-27,Handover
05000014,54,2021-10-27,Handover
05000014,56,2021-10-27,Handover
05000014,58,2021-10-27,Handover
05000014,60,2022-01-05,Handover
05000014,62,2021-10-27,Handover
05000014,64,2021-10-27,Handover
05000014,66,2021-10-27,Handover
05000014,68,2021-10-27,Handover
05000014,70,2021-10-27,Handover
05000014,72,2021-10-27,Handover
05000014,74,2021-10-27,Handover
05000014,76,2021-10-27,Handover
05000014,78,2021-10-27,Handover
05000014,80,2021-10-27,Handover
05000014,82,2021-10-27,Handover
05000014,84,2021-10-27,Handover
05000015,1,2021-07-14,Handover
05000015,2,2021-09-29,Handover
05000015,3,2021-07-14,Handover
05000015,4,2021-08-04,Handover
05000015,5,2021-09-01,Handover
05000015,6,2021-10-13,Handover
05000015,7,2022-03-23,Handover
05000015,8,2022-01-26,Handover
05000016,1,2019-12-18,Handover
05000016,2,2019-12-18,Handover
05000016,3,2019-12-18,Handover
05000016,4,2019-12-18,Handover
05000016,5,2019-12-18,Handover
05000016,6,2019-12-18,Handover
05000016,7,2019-12-18,Handover
05000016,8,2019-12-18,Handover
05000016,9,2019-12-18,Handover
05000016,10,2019-12-18,Handover
05000016,11,2019-12-18,Handover
05000016,12,2019-12-18,Handover
05000016,13,2019-12-18,Handover
05000016,14,2019-12-18,Handover
05000016,15,2020-01-08,Handover
05000016,16,2019-12-18,Handover
05000016,17,2019-12-18,Handover
05000016,18,2019-12-18,Handover
05000016,19,2019-12-18,Handover
05000016,20,2020-01-29,Handover
05000016,21,2019-12-18,Handover
05000016,22,2019-12-18,Handover
05000016,23,2019-12-18,Handover
05000016,24,2019-12-18,Handover
05000016,25,2019-12-18,Handover
05000016,26,2019-12-18,Handover
05000016,27,2019-12-18,Handover
05000016,28,2019-12-18,Handover
05000016,29,2019-12-18,Handover
05000016,30,2019-12-18,Handover
05000016,31,2019-12-18,Handover
05000016,32,2019-12-18,Handover
05000016,33,2019-12-18,Handover
05000016,34,2019-12-18,Handover
05000016,35,2019-12-18,Handover
05000016,36,2019-12-18,Handover
05000016,37,2019-12-18,Handover
05000016,38,2019-12-18,Handover
05000016,39,2019-12-18,Handover
05000016,40,2019-12-18,Handover
05000016,41,2019-12-18,Handover
05000016,42,2019-12-18,Handover
05000016,43,2019-12-18,Handover
05000016,44,2019-12-18,Handover
05000016,45,2019-12-18,Handover
05000016,46,2019-12-18,Handover
05000016,47,2019-12-18,Handover
05000016,48,2019-12-18,Handover
05000016,49,2019-12-18,Handover
05000016,50,2019-12-18,Handover
05000016,51,2019-12-18,Handover
05000016,52,2019-12-18,Handover
05000016,53,2019-12-18,Handover
05000016,54,2019-12-18,Handover
05000016,55,2019-12-18,Handover
05000016,56,2019-12-18,Handover
05000016,57,2019-12-18,Handover
05000016,58,2019-12-18,Handover
05000016,59,2019-12-18,Handover
05000016,60,2020-01-29,Handover
05000016,61,2019-12-18,Handover
05000016,62,2019-12-18,Handover
05000016,63,2019-12-18,Handover
05000016,64,2019-12-18,Handover
05000016,65,2019-12-18,Handover
05000016,66,2019-12-18,Handover
05000016,67,2019-12-18,Handover
05000016,68,2019-12-18,Handover
05000016,69,2019-12-18,Handover
05000016,70,2019-12-18,Handover
05000016,71,2019-12-18,Handover
05000016,72,2019-12-18,Handover
05000016,73,2019-12-18,Handover
05000016,74,2019-12-18,Handover
05000016,75,2019-12-18,Handover
05000016,76,2019-12-18,Handover
05000016,77,2019-12-18,Handover
05000016,78,2019-12-18,Handover
05000016,79,2019-12-18,Handover
05000016,80,2019-12-18,Handover
05000016,81,2019-12-18,Handover
05000016,82,2019-12-18,Handover
05000016,83,2019-12-18,Handover
05000016,84,2019-12-18,Handover
05000016,85,2019-12-18,Handover
05000016,86,2019-12-18,Handover
05000016,87,2019-12-18,Handover
05000016,88,2019-12-18,Handover
05000016,89,2019-12-18,Handover
05000016,90,2019-12-18,Handover
05000016,91,2019-12-18,Handover
05000016,92,2019-12-18,Handover
05000016,93,2019-12-18,Handover
05000016,94,2019-12-18,Handover
05000016,95,2019-12-18,Handover
05000016,96,2019-12-18,Handover
05000016,97,2019-12-18,Handover
05000016,98,2019-12-18,Handover
05000016,99,2019-12-18,Handover
05000016,100,2019-12-18,Handover
05000001,1,2019-08-15,Excavation
05000001,2,2020-05-07,Excavation
05000001,3,2019-11-28,Excavation
05000001,4,2020-04-09,Excavation
05000001,5,2020-02-06,Excavation
05000001,6,2020-04-09,Excavation
05000001,7,2020-02-20,Excavation
05000001,8,2019-11-21,Excavation
05000001,9,2019-09-12,Excavation
05000001,10,2020-01-23,Excavation
05000001,11,2020-01-23,Excavation
05000001,12,2020-03-26,Excavation
05000001,13,2019-11-14,Excavation
05000001,14,2019-10-03,Excavation
05000001,15,2020-02-27,Excavation
05000001,16,2019-08-22,Excavation
05000001,17,2020-02-20,Excavation
05000001,18,2020-03-19,Excavation
05000001,19,2020-04-30,Excavation
05000001,20,2020-01-16,Excavation
05000001,21,2019-10-03,Excavation
05000001,22,2019-12-26,Excavation
05000001,23,2019-08-29,Excavation
05000001,24,2020-02-27,Excavation
05000001,25,2020-02-06,Excavation
05000001,26,2019-11-07,Excavation
05000001,27,2020-03-26,Excavation
05000001,28,2019-09-05,Excavation
05000001,29,2019-09-05,Excavation
05000001,30,2019-12-05,Excavation
05000001,31,2019-12-26,Excavation
05000001,32,2020-04-16,Excavation
05000001,33,2019-08-22,Excavation
05000001,34,2020-05-07,Excavation
05000001,35,2020-01-02,Excavation
05000001,36,2019-11-14,Excavation
05000001,37,2020-05-14,Excavation
05000001,38,2019-11-14,Excavation
05000001,39,2020-02-13,Excavation
05000001,40,2020-02-20,Excavation
05000001,41,2020-05-21,Excavation
05000001,42,2020-01-02,Excavation
05000001,43,2019-08-29,Excavation
05000001,44,2019-12-26,Excavation
05000002,1,2019-08-29,Excavation
05000002,2,2019-10-17,Excavation
05000002,3,2019-10-31,Excavation
05000002,4,2020-06-04,Excavation
05000002,5,2020-05-14,Excavation
05000002,6,2020-04-09,Excavation
05000002,7,2019-10-17,Excavation
05000002,8,2019-09-26,Excavation
05000002,9,2020-05-21,Excavation
05000002,10,2020-05-14,Excavation
05000002,11,2019-10-03,Excavation
05000002,12,2019-12-05,Excavation
05000002,13,2019-12-12,Excavation
05000002,14,2020-03-26,Excavation
05000002,15,2019-09-05,Excavation
05000002,16,2020-04-09,Excavation
05000002,17,2020-05-14,Excavation
05000002,18,2020-03-05,Excavation
05000002,19,2019-10-31,Excavation
05000002,20,2019-12-05,Excavation
05000002,21,2019-09-19,Excavation
05000002,22,2020-05-21,Excavation
05000002,23,2019-12-26,Excavation
05000002,24,2019-11-07,Excavation
05000002,25,2020-05-14,Excavation
05000002,26,2019-11-21,Excavation
05000002,27,2020-04-16,Excavation
05000002,28,2020-01-16,Excavation
05000002,29,2020-03-05,Excavation
05000002,30,2019-12-12,Excavation
05000002,31,2019-12-05,Excavation
05000002,32,2020-01-30,Excavation
05000002,33,2019-11-21,Excavation
05000002,34,2019-12-19,Excavation
05000002,35,2019-11-21,Excavation
05000002,36,2020-04-16,Excavation
05000002,37,2019-11-07,Excavation
05000002,38,2019-09-12,Excavation
05000002,39,2020-05-21,Excavation
05000002,40,2019-12-26,Excavation
05000002,41,2020-04-30,Excavation
05000002,42,2019-11-28,Excavation
05000002,43,2019-12-12,Excavation
05000002,44,2020-05-21,Excavation
05000002,45,2019-11-21,Excavation
05000002,46,2020-04-30,Excavation
05000002,47,2019-12-12,Excavation
05000002,48,2019-11-28,Excavation
05000002,49,2020-06-04,Excavation
05000002,50,2019-11-07,Excavation
05000002,51,2019-12-05,Excavation
05000002,52,2019-11-28,Excavation
05000002,53,2020-03-19,Excavation
05000002,54,2019-09-12,Excavation
05000002,55,2020-04-23,Excavation
05000002,56,2020-05-14,Excavation
05000002,57,2020-01-09,Excavation
05000002,58,2020-05-07,Excavation
05000002,59,2020-02-20,Excavation
05000002,60,2020-02-06,Excavation
05000002,61,2019-09-26,Excavation
05000002,62,2020-01-30,Excavation
05000002,63,2020-05-07,Excavation
05000002,64,2019-11-21,Excavation
05000002,65,2019-10-03,Excavation
05000002,66,2020-01-23,Excavation
05000002,67,2019-09-19,Excavation
05000002,68,2020-02-27,Excavation
05000002,69,2019-10-10,Excavation
05000002,70,2020-01-30,Excavation
05000002,71,2019-12-26,Excavation
05000002,72,2020-04-02,Excavation
05000002,73,2020-03-05,Excavation
05000002,74,2020-02-13,Excavation
05000002,75,2019-12-05,Excavation
05000002,76,2020-01-02,Excavation
05000002,77,2020-02-20,Excavation
05000002,78,2020-05-07,Excavation
05000002,79,2020-04-23,Excavation
05000002,80,2019-12-26,Excavation
05000002,81,2020-04-09,Excavation
05000002,82,2020-01-30,Excavation
05000002,83,2020-02-20,Excavation
05000002,84,2020-05-21,Excavation
05000002,85,2020-03-12,Excavation
05000002,86,2020-01-09,Excavation
05000002,87,2020-02-06,Excavation
05000002,88,2020-04-30,Excavation
05000002,89,2019-10-17,Excavation
05000002,90,2020-02-27,Excavation
05000002,91,2020-01-16,Excavation
05000002,92,2020-06-04,Excavation
05000002,93,2019-12-05,Excavation
05000002,94,2020-04-30,Excavation
05000002,95,2019-09-26,Excavation
05000002,96,2020-05-21,Excavation
05000002,97,2019-10-31,Excavation
05000002,98,2020-01-09,Excavation
05000002,99,2020-03-19,Excavation
05000002,100,2019-10-24,Excavation
05000002,101,2019-10-03,Excavation
05000002,102,2020-04-16,Excavation
05000002,103,2020-04-02,Excavation
05000002,104,2020-02-27,Excavation
05000002,105,2019-10-10,Excavation
05000002,106,2019-10-03,Excavation
05000002,107,2019-12-26,Excavation
05000002,108,2019-10-31,Excavation
05000002,109,2020-05-07,Excavation
05000002,110,2019-12-26,Excavation
05000002,111,2020-02-13,Excavation
05000003,1,2019-09-19,Excavation
05000003,2,2020-03-26,Excavation
05000003,3,2019-11-21,Excavation
05000003,4,2019-10-17,Excavation
05000003,5,2020-04-23,Excavation
05000003,6,2020-04-02,Excavation
05000003,7,2019-11-21,Excavation
05000003,8,2020-05-28,Excavation
05000003,9,2019-12-12,Excavation
05000003,10,2020-05-28,Excavation
05000003,11,2019-11-21,Excavation
05000003,12,2020-03-19,Excavation
05000003,13,2019-11-21,Excavation
05000003,14,2019-09-26,Excavation
05000003,15,2020-06-25,Excavation
05000003,16,2020-05-14,Excavation
05000003,17,2019-12-05,Excavation
05000003,18,2020-05-28,Excavation
05000003,19,2020-01-16,Excavation
05000003,20,2019-11-14,Excavation
05000003,21,2020-02-20,Excavation
05000003,22,2020-01-23,Excavation
05000003,23,2019-12-05,Excavation
05000003,24,2020-05-07,Excavation
05000003,25,2020-02-13,Excavation
05000003,26,2019-10-17,Excavation
05000003,27,2020-01-09,Excavation
05000003,28,2019-09-26,Excavation
05000003,29,2020-06-25,Excavation
05000003,30,2020-05-14,Excavation
05000003,31,2019-12-19,Excavation
05000003,32,2020-01-30,Excavation
05000003,33,2020-01-23,Excavation
05000003,34,2019-11-14,Excavation
05000003,35,2020-04-23,Excavation
05000003,36,2020-01-09,Excavation
05000003,37,2020-02-06,Excavation
05000003,38,2020-03-12,Excavation
05000003,39,2019-11-14,Excavation
05000003,40,2019-10-24,Excavation
05000003,41,2020-01-30,Excavation
05000003,42,2020-04-09,Excavation
05000003,43,2019-11-21,Excavation
05000003,44,2020-05-28,Excavation
05000003,45,2020-06-11,Excavation
05000003,46,2019-10-31,Excavation
05000003,47,2020-02-06,Excavation
05000003,48,2020-05-28,Excavation
05000003,49,2020-02-20,Excavation
05000003,50,2019-10-17,Excavation
05000003,51,2019-10-10,Excavation
05000003,52,2019-11-14,Excavation
05000004,1,2019-09-26,Excavation
05000004,2,2020-01-23,Excavation
05000004,3,2020-07-02,Excavation
05000004,4,2019-10-17,Excavation
05000004,5,2020-02-20,Excavation
05000004,6,2019-10-03,Excavation
05000004,7,2020-01-23,Excavation
05000004,8,2020-07-02,Excavation
05000004,9,2020-03-26,Excavation
05000004,10,2019-12-26,Excavation
05000004,11,2019-11-21,Excavation
05000004,12,2019-11-14,Excavation
05000004,13,2019-10-24,Excavation
05000004,14,2020-07-02,Excavation
05000004,15,2019-10-10,Excavation
05000004,16,2020-03-19,Excavation
05000004,17,2020-03-26,Excavation
05000004,18,2020-02-27,Excavation
05000004,19,2020-05-28,Excavation
05000004,20,2019-12-05,Excavation
05000004,21,2020-03-19,Excavation
05000004,22,2019-11-07,Excavation
05000004,23,2020-02-20,Excavation
05000004,24,2020-01-30,Excavation
05000004,25,2020-04-09,Excavation
05000004,26,2020-06-11,Excavation
05000004,27,2019-11-21,Excavation
05000004,28,2020-05-14,Excavation
05000004,29,2020-01-16,Excavation
05000004,30,2020-06-18,Excavation
05000004,31,2020-01-23,Excavation
05000004,32,2020-01-30,Excavation
05000004,33,2019-10-17,Excavation
05000004,34,2019-10-24,Excavation
05000004,35,2020-04-09,Excavation
05000004,36,2020-05-21,Excavation
05000004,37,2020-06-11,Excavation
05000004,38,2020-06-04,Excavation
05000004,39,2020-03-26,Excavation
05000004,40,2020-03-05,Excavation
05000004,41,2020-01-09,Excavation
05000004,42,2020-05-21,Excavation
05000004,43,2020-04-16,Excavation
05000004,44,2020-02-13,Excavation
05000004,45,2020-06-18,Excavation
05000004,46,2020-03-26,Excavation
05000004,47,2019-11-14,Excavation
05000004,48,2019-10-10,Excavation
05000004,49,2019-11-07,Excavation
05000004,50,2020-03-19,Excavation
05000004,51,2020-02-13,Excavation
05000004,52,2020-06-11,Excavation
05000004,53,2020-04-02,Excavation
05000004,54,2020-03-05,Excavation
05000004,55,2019-11-21,Excavation
05000004,56,2020-03-05,Excavation
05000004,57,2019-10-10,Excavation
05000004,58,2019-11-28,Excavation
05000004,59,2019-10-10,Excavation
05000004,60,2020-06-04,Excavation
05000004,61,2020-05-21,Excavation
05000004,62,2020-03-05,Excavation
05000004,63,2020-01-23,Excavation
05000004,64,2020-02-27,Excavation
05000004,65,2019-11-07,Excavation
05000004,66,2020-02-13,Excavation
05000004,67,2020-01-23,Excavation
05000004,68,2020-05-28,Excavation
05000004,69,2020-07-02,Excavation
05000004,70,2019-10-17,Excavation
05000004,71,2020-04-23,Excavation
05000004,72,2020-01-30,Excavation
05000004,73,2020-02-06,Excavation
05000004,74,2019-11-28,Excavation
05000004,75,2020-06-11,Excavation
05000004,76,2020-03-05,Excavation
05000004,77,2019-11-21,Excavation
05000004,78,2019-11-14,Excavation
05000004,79,2020-04-30,Excavation
05000004,80,2020-06-18,Excavation
05000004,81,2020-01-02,Excavation
05000004,82,2019-12-12,Excavation
05000004,83,2019-12-05,Excavation
05000004,84,2019-11-28,Excavation
05000004,85,2019-12-05,Excavation
05000004,86,2020-04-23,Excavation
05000004,87,2019-12-12,Excavation
05000004,88,2019-10-31,Excavation
05000004,89,2020-04-09,Excavation
05000004,90,2020-07-02,Excavation
05000004,91,2019-10-17,Excavation
05000004,92,2020-06-18,Excavation
05000004,93,2020-02-13,Excavation
05000004,94,2020-03-05,Excavation
05000004,95,2019-11-21,Excavation
05000004,96,2020-06-18,Excavation
05000004,97,2020-05-07,Excavation
05000004,98,2020-04-02,Excavation
05000005,1,2019-10-03,Excavation
05000005,2,2019-12-26,Excavation
05000005,3,2020-03-05,Excavation
05000005,4,2020-01-09,Excavation
05000005,5,2019-11-28,Excavation
05000005,6,2020-07-02,Excavation
05000005,7,2020-05-28,Excavation
05000005,8,2019-10-10,Excavation
05000005,9,2020-02-20,Excavation
05000005,10,2019-11-14,Excavation
05000005,11,2020-06-25,Excavation
05000005,12,2020-02-27,Excavation
05000005,13,2020-04-16,Excavation
05000005,14,2020-02-20,Excavation
05000005,15,2020-01-16,Excavation
05000005,16,2020-02-27,Excavation
05000005,17,2020-05-28,Excavation
05000005,18,2020-01-23,Excavation
05000005,19,2020-05-07,Excavation
05000005,20,2020-05-07,Excavation
05000005,21,2020-03-26,Excavation
05000005,22,2020-04-02,Excavation
05000005,23,2019-11-28,Excavation
05000005,24,2020-06-04,Excavation
05000005,25,2020-03-05,Excavation
05000005,26,2020-04-30,Excavation
05000005,27,2020-02-13,Excavation
05000005,28,2020-04-16,Excavation
05000005,29,2020-04-16,Excavation
05000005,30,2019-11-21,Excavation
05000005,31,2019-10-10,Excavation
05000005,32,2019-10-31,Excavation
05000005,33,2019-11-28,Excavation
05000005,34,2019-12-26,Excavation
05000005,35,2019-11-07,Excavation
05000005,36,2020-05-07,Excavation
05000005,37,2019-10-31,Excavation
05000005,38,2020-04-09,Excavation
05000005,39,2019-12-05,Excavation
05000005,40,2019-11-28,Excavation
05000005,41,2020-04-09,Excavation
05000005,42,2020-04-09,Excavation
05000005,43,2019-10-10,Excavation
05000005,44,2019-12-19,Excavation
05000005,45,2020-05-14,Excavation
05000005,46,2020-04-09,Excavation
05000005,47,2019-12-12,Excavation
05000005,48,2019-11-07,Excavation
05000005,49,2020-05-07,Excavation
05000005,50,2020-03-12,Excavation
05000005,51,2020-06-04,Excavation
05000005,52,2020-02-27,Excavation
05000005,53,2020-06-18,Excavation
05000005,54,2020-04-02,Excavation
05000005,55,2020-04-30,Excavation
05000005,56,2020-04-16,Excavation
05000005,57,2020-03-12,Excavation
05000005,58,2020-03-19,Excavation
05000005,59,2019-12-19,Excavation
05000005,60,2020-05-07,Excavation
05000005,61,2020-07-09,Excavation
05000005,62,2020-01-23,Excavation
05000005,63,2020-01-16,Excavation
05000005,64,2019-10-31,Excavation
05000005,65,2020-04-02,Excavation
05000005,66,2019-11-21,Excavation
05000005,67,2020-05-07,Excavation
05000005,68,2020-04-09,Excavation
05000005,69,2020-02-27,Excavation
05000005,70,2020-01-16,Excavation
05000005,71,2020-01-09,Excavation
05000005,72,2020-01-02,Excavation
05000005,73,2020-04-02,Excavation
05000005,74,2020-03-05,Excavation
05000005,75,2019-12-05,Excavation
05000005,76,2020-04-09,Excavation
05000005,77,2019-11-28,Excavation
05000005,78,2019-12-12,Excavation
05000005,79,2020-03-12,Excavation
05000005,80,2019-10-17,Excavation
05000005,81,2020-03-12,Excavation
05000005,82,2020-04-02,Excavation
05000005,83,2020-03-19,Excavation
05000005,84,2019-10-31,Excavation
05000005,85,2019-11-28,Excavation
05000005,86,2020-01-02,Excavation
05000005,87,2020-03-19,Excavation
05000005,88,2020-04-23,Excavation
05000005,89,2020-01-30,Excavation
05000005,90,2020-05-28,Excavation
05000006,1,2019-12-26,Excavation
05000006,2,2020-10-01,Excavation
05000006,3,2020-07-02,Excavation
05000006,4,2020-08-06,Excavation
05000006,5,2020-05-14,Excavation
05000006,6,2020-09-24,Excavation
05000006,7,2020-01-30,Excavation
05000006,8,2020-03-19,Excavation
05000006,9,2020-09-17,Excavation
05000006,10,2020-05-28,Excavation
05000006,11,2020-04-30,Excavation
05000006,12,2020-04-02,Excavation
05000006,13,2020-04-23,Excavation
05000006,14,2020-05-14,Excavation
05000006,15,2020-05-28,Excavation
05000006,16,2020-03-26,Excavation
05000006,17,2020-08-27,Excavation
05000006,18,2020-04-23,Excavation
05000006,19,2020-05-21,Excavation
05000006,20,2020-07-09,Excavation
05000006,21,2020-04-30,Excavation
05000006,22,2020-01-30,Excavation
05000006,23,2020-09-17,Excavation
05000006,24,2020-09-24,Excavation
05000006,25,2020-09-03,Excavation
05000006,26,2020-07-09,Excavation
05000006,27,2020-05-21,Excavation
05000006,28,2020-09-24,Excavation
05000006,29,2020-07-16,Excavation
05000006,30,2020-08-20,Excavation
05000006,31,2020-03-26,Excavation
05000006,32,2020-03-05,Excavation
05000007,1,2020-01-02,Excavation
05000007,2,2020-08-13,Excavation
05000007,3,2020-03-19,Excavation
05000007,4,2020-03-26,Excavation
05000007,5,2020-01-16,Excavation
05000007,6,2020-06-25,Excavation
05000007,7,2020-09-17,Excavation
05000007,8,2020-02-13,Excavation
05000007,9,2020-01-09,Excavation
05000007,10,2020-03-05,Excavation
05000007,11,2020-08-20,Excavation
05000007,12,2020-10-01,Excavation
05000007,13,2020-03-19,Excavation
05000007,14,2020-05-14,Excavation
05000007,15,2020-01-23,Excavation
05000007,16,2020-01-30,Excavation
05000007,17,2020-10-08,Excavation
05000007,18,2020-05-21,Excavation
05000007,19,2020-03-05,Excavation
05000007,20,2020-09-10,Excavation
05000007,21,2020-07-09,Excavation
05000007,22,2020-07-09,Excavation
05000007,23,2020-09-17,Excavation
05000007,24,2020-01-23,Excavation
05000007,25,2020-10-08,Excavation
05000007,26,2020-08-06,Excavation
05000007,27,2020-06-25,Excavation
05000007,28,2020-08-13,Excavation
05000007,29,2020-04-23,Excavation
05000007,30,2020-02-13,Excavation
05000007,31,2020-07-30,Excavation
05000007,32,2020-02-06,Excavation
05000007,33,2020-04-30,Excavation
05000007,34,2020-06-11,Excavation
05000007,35,2020-01-16,Excavation
05000007,36,2020-07-30,Excavation
05000007,37,2020-06-18,Excavation
05000007,38,2020-02-13,Excavation
05000007,39,2020-04-09,Excavation
05000007,40,2020-05-07,Excavation
05000007,41,2020-02-27,Excavation
05000007,42,2020-08-27,Excavation
05000007,43,2020-05-14,Excavation
05000007,44,2020-02-27,Excavation
05000007,45,2020-06-18,Excavation
05000007,46,2020-03-26,Excavation
05000007,47,2020-10-08,Excavation
05000007,48,2020-01-30,Excavation
05000007,49,2020-01-09,Excavation
05000007,50,2020-03-12,Excavation
05000007,51,2020-06-25,Excavation
05000007,52,2020-08-20,Excavation
05000007,53,2020-10-08,Excavation
05000007,54,2020-01-09,Excavation
05000007,55,2020-01-23,Excavation
05000007,56,2020-09-24,Excavation
05000007,57,2020-06-04,Excavation
05000007,58,2020-01-16,Excavation
05000007,59,2020-04-09,Excavation
05000007,60,2020-03-19,Excavation
05000007,61,2020-05-21,Excavation
05000007,62,2020-01-23,Excavation
05000007,63,2020-03-12,Excavation
05000007,64,2020-09-10,Excavation
05000007,65,2020-08-27,Excavation
05000007,66,2020-06-04,Excavation
05000007,67,2020-09-24,Excavation
05000007,68,2020-06-25,Excavation
05000007,69,2020-02-27,Excavation
05000007,70,2020-08-20,Excavation
05000008,1,2020-01-16,Excavation
05000008,2,2020-10-15,Excavation
05000008,3,2020-04-09,Excavation
05000008,4,2020-08-27,Excavation
05000008,5,2020-04-30,Excavation
05000008,6,2020-06-18,Excavation
05000008,7,2020-08-06,Excavation
05000008,8,2020-03-19,Excavation
05000008,9,2020-07-30,Excavation
05000008,10,2020-08-27,Excavation
05000008,11,2020-02-13,Excavation
05000008,12,2020-06-25,Excavation
05000008,13,2020-06-04,Excavation
05000008,14,2020-06-18,Excavation
05000008,15,2020-08-20,Excavation
05000008,16,2020-10-22,Excavation
05000008,17,2020-09-17,Excavation
05000008,18,2020-09-03,Excavation
05000008,19,2020-03-26,Excavation
05000008,20,2020-05-07,Excavation
05000008,21,2020-02-27,Excavation
05000008,22,2020-07-02,Excavation
05000008,23,2020-09-03,Excavation
05000008,24,2020-07-02,Excavation
05000008,25,2020-04-16,Excavation
05000008,26,2020-07-09,Excavation
05000008,27,2020-07-16,Excavation
05000008,28,2020-10-22,Excavation
05000008,29,2020-04-30,Excavation
05000008,30,2020-10-01,Excavation
05000008,31,2020-04-30,Excavation
05000008,32,2020-02-27,Excavation
05000008,33,2020-01-30,Excavation
05000008,34,2020-06-11,Excavation
05000008,35,2020-07-16,Excavation
05000008,36,2020-05-14,Excavation
05000008,37,2020-04-23,Excavation
05000008,38,2020-04-23,Excavation
05000008,39,2020-03-12,Excavation
05000008,40,2020-01-23,Excavation
05000008,41,2020-02-20,Excavation
05000008,42,2020-09-24,Excavation
05000008,43,2020-07-23,Excavation
05000008,44,2020-04-16,Excavation
05000008,45,2020-09-24,Excavation
05000008,46,2020-03-26,Excavation
05000008,47,2020-08-27,Excavation
05000008,48,2020-02-27,Excavation
05000008,49,2020-08-06,Excavation
05000008,50,2020-04-09,Excavation
05000008,51,2020-03-12,Excavation
05000008,52,2020-09-17,Excavation
05000008,53,2020-07-09,Excavation
05000008,54,2020-03-26,Excavation
05000008,55,2020-04-09,Excavation
05000008,56,2020-07-23,Excavation
05000008,57,2020-07-09,Excavation
05000008,58,2020-10-22,Excavation
05000009,1,2020-02-20,Excavation
05000009,2,2020-08-06,Excavation
05000009,3,2020-09-10,Excavation
05000009,4,2020-09-03,Excavation
05000009,5,2020-10-22,Excavation
05000009,6,2020-11-12,Excavation
05000009,7,2020-02-27,Excavation
05000009,8,2020-09-10,Excavation
05000009,9,2020-07-30,Excavation
05000009,10,2020-09-10,Excavation
05000009,11,2020-07-30,Excavation
05000009,12,2020-08-06,Excavation
05000009,13,2020-06-18,Excavation
05000009,14,2020-04-02,Excavation
05000009,15,2020-10-29,Excavation
05000009,16,2020-10-01,Excavation
05000009,17,2020-10-29,Excavation
05000009,18,2020-07-16,Excavation
05000009,19,2020-08-13,Excavation
05000009,20,2020-04-02,Excavation
05000009,21,2020-07-09,Excavation
05000009,22,2020-03-12,Excavation
05000009,23,2020-07-09,Excavation
05000009,24,2020-08-06,Excavation
05000009,25,2020-06-18,Excavation
05000009,26,2020-08-27,Excavation
05000009,27,2020-10-01,Excavation
05000009,28,2020-08-06,Excavation
05000009,29,2020-03-26,Excavation
05000009,30,2020-07-02,Excavation
05000009,31,2020-05-07,Excavation
05000009,32,2020-09-24,Excavation
05000009,33,2020-04-09,Excavation
05000009,34,2020-03-26,Excavation
05000009,35,2020-11-05,Excavation
05000009,36,2020-05-28,Excavation
05000009,37,2020-07-02,Excavation
05000009,38,2020-02-27,Excavation
05000009,39,2020-03-19,Excavation
