PLOT_ID,SNIN_REFERENCE,PLOT_NO,START_DATE,REGISTERED_DATE,WARRANTY_FINAL_DATE,BC_FINAL_DATE,LEGAL_COMPLETION_DATE,NUMBER_OF_STOREYS,FIRST_PHO_DATE,FAILED_FIRST_PHO
2000000306,05000005,1,2019-09-23,2019-08-24,,2020-08-03,,2,2020-08-06,N
2000000307,05000005,2,2019-12-16,2019-11-16,,,,2,2020-09-17,N
2000000308,05000005,3,2020-02-24,2020-01-25,,2021-01-04,,2,2021-01-07,N
2000000309,05000005,4,2019-12-30,2019-11-30,,,2020-12-14,2,2020-12-17,N
2000000310,05000005,5,2019-11-18,2019-10-19,,2020-10-05,,2,2020-10-08,N
2000000311,05000005,6,2020-06-22,2020-05-23,,2021-05-17,,2,2021-05-20,N
2000000312,05000005,7,2020-05-18,2020-04-18,,2021-01-11,,2,2021-01-14,N
2000000313,05000005,8,2019-09-30,2019-08-31,2020-08-03,,,2,2020-08-06,N
2000000314,05000005,9,2020-02-10,2020-01-11,,2021-01-25,,2,2021-01-28,N
2000000315,05000005,10,2019-11-04,2019-10-05,,,2020-08-10,2,2020-08-13,N
2000000316,05000005,11,2020-06-15,2020-05-16,,2021-03-22,,2,2021-03-25,N
2000000317,05000005,12,2020-02-17,2020-01-18,,2020-10-12,,2,2020-10-15,N
2000000318,05000005,13,2020-04-06,2020-03-07,2020-11-23,,,2,2020-11-26,N
2000000319,05000005,14,2020-02-10,2020-01-11,,2020-12-07,,2,2020-12-10,N
2000000320,05000005,15,2020-01-06,2019-12-07,2020-08-31,,,2,2020-09-03,N
2000000321,05000005,16,2020-02-17,2020-01-18,,2021-01-11,,2,2021-01-14,N
2000000322,05000005,17,2020-05-18,2020-04-18,,2021-02-15,,2,2021-02-18,N
2000000323,05000005,18,2020-01-13,2019-12-14,,2020-12-14,,2,2020-12-17,N
2000000324,05000005,19,2020-04-27,2020-03-28,,2020-12-28,,2,2020-12-31,Y
2000000325,05000005,20,2020-04-27,2020-03-28,2021-02-01,,,2,2021-02-04,N
2000000326,05000005,21,2020-03-16,2020-02-15,,,,2,2021-01-28,N
2000000327,05000005,22,2020-03-23,2020-02-22,,2020-12-21,,2,2020-12-24,N
2000000328,05000005,23,2019-11-18,2019-10-19,,2020-08-31,,2,2020-09-03,N
2000000329,05000005,24,2020-05-25,2020-04-25,,2021-04-05,,2,2021-04-08,N
2000000330,05000005,25,2020-02-24,2020-01-25,,2021-01-11,,2,2021-01-14,N
2000000331,05000005,26,2020-04-20,2020-03-21,,2020-11-16,,2,2020-11-19,N
2000000332,05000005,27,2020-02-03,2020-01-04,,2020-11-16,,2,2020-11-19,N
2000000333,05000005,28,2020-04-06,2020-03-07,,2020-11-30,,2,2020-12-03,N
2000000334,05000005,29,2020-04-06,2020-03-07,,2021-01-04,,2,2021-01-07,N
2000000335,05000005,30,2019-11-11,2019-10-12,,2020-08-31,,2,2020-09-03,N
2000000336,05000005,31,2019-09-30,2019-08-31,2020-08-03,,,2,2020-08-06,N
2000000337,05000005,32,2019-10-21,2019-09-21,2020-09-21,,,2,2020-09-24,N
2000000338,05000005,33,2019-11-18,2019-10-19,,,2020-08-03,2,2020-08-06,N
2000000339,05000005,34,2019-12-16,2019-11-16,,2020-08-10,,2,2020-08-13,N
2000000340,05000005,35,2019-10-28,2019-09-28,2020-08-24,,,2,2020-08-27,Y
2000000341,05000005,36,2020-04-27,2020-03-28,2021-03-01,,,2,2021-03-04,N
2000000342,05000005,37,2019-10-21,2019-09-21,2020-08-03,,,2,2020-08-06,N
2000000343,05000005,38,2020-03-30,2020-02-29,,2020-11-02,,2,2020-11-05,N
2000000344,05000005,39,2019-11-25,2019-10-26,2020-08-03,,,2,2020-08-06,N
2000000345,05000005,40,2019-11-18,2019-10-19,,2020-08-03,,2,2020-08-06,N
2000000346,05000005,41,2020-03-30,2020-02-29,,,,2,2020-11-12,N
2000000347,05000005,42,2020-03-30,2020-02-29,,2020-11-09,,2,2020-11-12,N
2000000348,05000005,43,2019-09-30,2019-08-31,,,,2,2020-09-10,N
2000000349,05000005,44,2019-12-09,2019-11-09,2020-08-03,,,2,2020-08-06,N
2000000350,05000005,45,2020-05-04,2020-04-04,,2021-03-01,,2,2021-03-04,N
2000000351,05000005,46,2020-03-30,2020-02-29,,2020-11-02,,2,2020-11-05,N
2000000352,05000005,47,2019-12-02,2019-11-02,,2020-08-10,,2,2020-08-13,Y
2000000353,05000005,48,2019-10-28,2019-09-28,2020-08-03,,,2,2020-08-06,N
2000000354,05000005,49,2020-04-27,2020-03-28,2021-04-05,,,2,2021-04-08,N
2000000355,05000005,50,2020-03-02,2020-02-01,,2020-10-12,,2,2020-10-15,N
2000000356,05000005,51,2020-05-25,2020-04-25,,,2021-01-11,2,2021-01-14,N
2000000357,05000005,52,2020-02-17,2020-01-18,,2020-11-23,,2,2020-11-26,N
2000000358,05000005,53,2020-06-08,2020-05-09,,2021-01-25,,2,2021-01-28,N
2000000359,05000005,54,2020-03-23,2020-02-22,,,2021-03-08,2,2021-03-11,N
2000000360,05000005,55,2020-04-20,2020-03-21,,2020-12-28,,2,2020-12-31,N
2000000361,05000005,56,2020-04-06,2020-03-07,,,,2,2021-02-25,N
2000000362,05000005,57,2020-03-02,2020-02-01,,2020-10-19,,2,2020-10-22,N
2000000363,05000005,58,2020-03-09,2020-02-08,2020-11-16,,,2,2020-11-19,Y
2000000364,05000005,59,2019-12-09,2019-11-09,,2020-11-23,,2,2020-11-26,N
2000000365,05000005,60,2020-04-27,2020-03-28,,,2021-02-08,2,2021-02-11,N
2000000366,05000005,61,2020-06-29,2020-05-30,,2021-05-03,,2,2021-05-06,N
2000000367,05000005,62,2020-01-13,2019-12-14,,2020-10-05,,2,2020-10-08,Y
2000000368,05000005,63,2020-01-06,2019-12-07,,2020-12-14,,2,2020-12-17,N
2000000369,05000005,64,2019-10-21,2019-09-21,,,2020-08-03,2,2020-08-06,N
2000000370,05000005,65,2020-03-23,2020-02-22,,2020-11-16,,2,2020-11-19,Y
2000000371,05000005,66,2019-11-11,2019-10-12,2020-09-28,,,2,2020-10-01,N
2000000372,05000005,67,2020-04-27,2020-03-28,2021-01-11,,,2,2021-01-14,N
2000000373,05000005,68,2020-03-30,2020-02-29,,2021-01-18,,2,2021-01-21,N
2000000374,05000005,69,2020-02-17,2020-01-18,2021-02-01,,,2,2021-02-04,N
2000000375,05000005,70,2020-01-06,2019-12-07,2020-11-30,,,2,2020-12-03,N
2000000376,05000005,71,2019-12-30,2019-11-30,,2020-10-05,,2,2020-10-08,N
2000000377,05000005,72,2019-12-23,2019-11-23,2020-10-26,,,2,2020-10-29,N
2000000378,05000005,73,2020-03-23,2020-02-22,,,,2,2021-01-21,N
2000000379,05000005,74,2020-02-24,2020-01-25,,2020-11-02,,2,2020-11-05,N
2000000380,05000005,75,2019-11-25,2019-10-26,,,2020-08-03,2,2020-08-06,N
2000000381,05000005,76,2020-03-30,2020-02-29,,2020-12-07,,2,2020-12-10,N
2000000382,05000005,77,2019-11-18,2019-10-19,,2020-08-03,,2,2020-08-06,N
2000000383,05000005,78,2019-12-02,2019-11-02,,2020-08-03,,2,2020-08-06,N
2000000384,05000005,79,2020-03-02,2020-02-01,,,2021-01-25,2,2021-01-28,N
2000000385,05000005,80,2019-10-07,2019-09-07,2020-08-17,,,2,2020-08-20,N
2000000386,05000005,81,2020-03-02,2020-02-01,,2020-09-28,,2,2020-10-01,N
2000000387,05000005,82,2020-03-23,2020-02-22,2021-01-11,,,2,2021-01-14,N
2000000388,05000005,83,2020-03-09,2020-02-08,,2021-01-18,,2,2021-01-21,N
2000000389,05000005,84,2019-10-21,2019-09-21,2020-09-07,,,2,2020-09-10,N
2000000390,05000005,85,2019-11-18,2019-10-19,,2020-10-19,,2,2020-10-22,Y
2000000391,05000005,86,2019-12-23,2019-11-23,,2020-10-12,,2,2020-10-15,Y
2000000392,05000005,87,2020-03-09,2020-02-08,,,2020-10-26,2,2020-10-29,N
2000000393,05000005,88,2020-04-13,2020-03-14,,2021-02-08,,2,2021-02-11,N
2000000394,05000005,89,2020-01-20,2019-12-21,,2020-12-07,,2,2020-12-10,N
2000000395,05000005,90,2020-05-18,2020-04-18,,2020-12-21,,2,2020-12-24,N
2000000396,05000006,1,2019-12-16,2019-11-16,,2021-03-22,,2,2021-03-25,N
2000000397,05000006,2,2020-09-21,2020-08-22,,2021-06-28,,2,2021-07-01,N
2000000398,05000006,3,2020-06-22,2020-05-23,2021-05-31,,,2,2021-06-03,N
2000000399,05000006,4,2020-07-27,2020-06-27,2021-04-26,,,2,2021-04-29,N
2000000400,05000006,5,2020-05-04,2020-04-04,,2021-03-22,,2,2021-03-25,N
2000000401,05000006,6,2020-09-14,2020-08-15,,2021-04-12,,2,2021-04-15,N
2000000402,05000006,7,2020-01-20,2019-12-21,2021-03-22,,,2,2021-03-25,N
2000000403,05000006,8,2020-03-09,2020-02-08,,2021-03-22,,2,2021-03-25,Y
2000000404,05000006,9,2020-09-07,2020-08-08,2021-05-10,,,2,2021-05-13,N
2000000405,05000006,10,2020-05-18,2020-04-18,,2021-03-22,,2,2021-03-25,N
2000000406,05000006,11,2020-04-20,2020-03-21,,2021-03-22,,2,2021-03-25,N
2000000407,05000006,12,2020-03-23,2020-02-22,,2021-03-22,,2,2021-03-25,N
2000000408,05000006,13,2020-04-13,2020-03-14,,,2021-03-22,2,2021-03-25,Y
2000000409,05000006,14,2020-05-04,2020-04-04,,2021-03-22,,2,2021-03-25,N
2000000410,05000006,15,2020-05-18,2020-04-18,,2021-03-22,,2,2021-03-25,N
2000000411,05000006,16,2020-03-16,2020-02-15,,2021-03-22,,2,2021-03-25,N
2000000412,05000006,17,2020-08-17,2020-07-18,,2021-04-19,,2,2021-04-22,N
2000000413,05000006,18,2020-04-13,2020-03-14,,2021-03-22,,2,2021-03-25,N
2000000414,05000006,19,2020-05-11,2020-04-11,,2021-03-22,,2,2021-03-25,N
2000000415,05000006,20,2020-06-29,2020-05-30,,2021-04-12,,2,2021-04-15,N
2000000416,05000006,21,2020-04-20,2020-03-21,,,2021-03-22,2,2021-03-25,N
2000000417,05000006,22,2020-01-20,2019-12-21,,2021-03-22,,2,2021-03-25,Y
2000000418,05000006,23,2020-09-07,2020-08-08,,,2021-07-12,2,2021-07-15,N
2000000419,05000006,24,2020-09-14,2020-08-15,,,,2,2021-05-27,N
2000000420,05000006,25,2020-08-24,2020-07-25,,2021-05-10,,2,2021-05-13,Y
2000000421,05000006,26,2020-06-29,2020-05-30,,2021-05-10,,2,2021-05-13,N
2000000422,05000006,27,2020-05-11,2020-04-11,,2021-03-22,,2,2021-03-25,N
2000000423,05000006,28,2020-09-14,2020-08-15,,2021-04-12,,2,2021-04-15,N
2000000424,05000006,29,2020-07-06,2020-06-06,2021-03-22,,,2,2021-03-25,N
2000000425,05000006,30,2020-08-10,2020-07-11,,2021-05-10,,2,2021-05-13,N
2000000426,05000006,31,2020-03-16,2020-02-15,2021-03-22,,,2,2021-03-25,N
2000000427,05000006,32,2020-02-24,2020-01-25,,2021-03-22,,2,2021-03-25,N
2000000428,05000007,1,2019-12-23,2019-11-23,,2020-12-28,,2,2020-12-31,N
2000000429,05000007,2,2020-08-03,2020-07-04,,2021-05-03,,2,2021-05-06,N
2000000430,05000007,3,2020-03-09,2020-02-08,2020-12-28,,,2,2020-12-31,N
2000000431,05000007,4,2020-03-16,2020-02-15,,2021-01-18,,2,2021-01-21,N
2000000432,05000007,5,2020-01-06,2019-12-07,,2020-12-28,,2,2020-12-31,N
2000000433,05000007,6,2020-06-15,2020-05-16,,2021-05-17,,2,2021-05-20,N
2000000434,05000007,7,2020-09-07,2020-08-08,,2021-06-21,,2,2021-06-24,N
2000000435,05000007,8,2020-02-03,2020-01-04,,,,2,2020-12-31,N
2000000436,05000007,9,2019-12-30,2019-11-30,,,,2,2020-12-31,N
2000000437,05000007,10,2020-02-24,2020-01-25,,2021-01-25,,2,2021-01-28,N
2000000438,05000007,11,2020-08-10,2020-07-11,,2021-03-22,,2,2021-03-25,N
2000000439,05000007,12,2020-09-21,2020-08-22,,2021-07-12,,2,2021-07-15,N
2000000440,05000007,13,2020-03-09,2020-02-08,,,2020-12-28,2,2020-12-31,N
2000000441,05000007,14,2020-05-04,2020-04-04,,2021-03-22,,2,2021-03-25,N
2000000442,05000007,15,2020-01-13,2019-12-14,2020-12-28,,,2,2020-12-31,N
2000000443,05000007,16,2020-01-20,2019-12-21,,,2020-12-28,2,2020-12-31,N
2000000444,05000007,17,2020-09-28,2020-08-29,,2021-07-26,,2,2021-07-29,N
2000000445,05000007,18,2020-05-11,2020-04-11,,2021-01-11,,2,2021-01-14,Y
2000000446,05000007,19,2020-02-24,2020-01-25,2020-12-28,,,2,2020-12-31,N
2000000447,05000007,20,2020-08-31,2020-08-01,,2021-04-26,,2,2021-04-29,N
2000000448,05000007,21,2020-06-29,2020-05-30,,,2021-03-01,2,2021-03-04,N
2000000449,05000007,22,2020-06-29,2020-05-30,2021-03-01,,,2,2021-03-04,N
2000000450,05000007,23,2020-09-07,2020-08-08,,2021-04-26,,2,2021-04-29,N
2000000451,05000007,24,2020-01-13,2019-12-14,,,,2,2020-12-31,N
2000000452,05000007,25,2020-09-28,2020-08-29,2021-08-02,,,2,2021-08-05,N
2000000453,05000007,26,2020-07-27,2020-06-27,,,,2,2021-04-29,Y
2000000454,05000007,27,2020-06-15,2020-05-16,,2021-05-17,,2,2021-05-20,N
2000000455,05000007,28,2020-08-03,2020-07-04,,2021-03-22,,2,2021-03-25,Y
2000000456,05000007,29,2020-04-13,2020-03-14,,2020-12-28,,2,2020-12-31,N
2000000457,05000007,30,2020-02-03,2020-01-04,,2020-12-28,,2,2020-12-31,N
2000000458,05000007,31,2020-07-20,2020-06-20,,2021-05-10,,2,2021-05-13,Y
2000000459,05000007,32,2020-01-27,2019-12-28,2020-12-28,,,2,2020-12-31,N
2000000460,05000007,33,2020-04-20,2020-03-21,2021-04-05,,,2,2021-04-08,N
2000000461,05000007,34,2020-06-01,2020-05-02,,2021-01-18,,2,2021-01-21,N
2000000462,05000007,35,2020-01-06,2019-12-07,,2020-12-28,,2,2020-12-31,N
2000000463,05000007,36,2020-07-20,2020-06-20,,2021-06-28,,2,2021-07-01,N
2000000464,05000007,37,2020-06-08,2020-05-09,,2021-04-26,,2,2021-04-29,N
2000000465,05000007,38,2020-02-03,2020-01-04,,2020-12-28,,2,2020-12-31,N
2000000466,05000007,39,2020-03-30,2020-02-29,,2021-03-15,,2,2021-03-18,N
2000000467,05000007,40,2020-04-27,2020-03-28,,2021-03-01,,2,2021-03-04,N
2000000468,05000007,41,2020-02-17,2020-01-18,,2020-12-28,,2,2020-12-31,N
2000000469,05000007,42,2020-08-17,2020-07-18,,2021-04-19,,2,2021-04-22,N
2000000470,05000007,43,2020-05-04,2020-04-04,,2021-02-01,,2,2021-02-04,N
2000000471,05000007,44,2020-02-17,2020-01-18,,2020-12-28,,2,2020-12-31,N
2000000472,05000007,45,2020-06-08,2020-05-09,,2021-05-17,,2,2021-05-20,N
2000000473,05000007,46,2020-03-16,2020-02-15,,,2021-01-04,2,2021-01-07,N
2000000474,05000007,47,2020-09-28,2020-08-29,,2021-08-09,,2,2021-08-12,N
2000000475,05000007,48,2020-01-20,2019-12-21,,2021-01-04,,2,2021-01-07,N
2000000476,05000007,49,2019-12-30,2019-11-30,2020-12-28,,,2,2020-12-31,N
2000000477,05000007,50,2020-03-02,2020-02-01,2021-01-04,,,2,2021-01-07,N
2000000478,05000007,51,2020-06-15,2020-05-16,,2021-04-19,,2,2021-04-22,N
2000000479,05000007,52,2020-08-10,2020-07-11,,2021-03-22,,2,2021-03-25,N
2000000480,05000007,53,2020-09-28,2020-08-29,,2021-04-26,,2,2021-04-29,N
2000000481,05000007,54,2019-12-30,2019-11-30,,2020-12-28,,2,2020-12-31,Y
2000000482,05000007,55,2020-01-13,2019-12-14,,2020-12-28,,2,2020-12-31,N
2000000483,05000007,56,2020-09-14,2020-08-15,,2021-04-26,,2,2021-04-29,N
2000000484,05000007,57,2020-05-25,2020-04-25,2021-02-15,,,2,2021-02-18,N
2000000485,05000007,58,2020-01-06,2019-12-07,,,,2,2020-12-31,N
2000000486,05000007,59,2020-03-30,2020-02-29,,2020-12-28,,2,2020-12-31,N
2000000487,05000007,60,2020-03-09,2020-02-08,,2020-12-28,,2,2020-12-31,N
2000000488,05000007,61,2020-05-11,2020-04-11,,2021-04-26,,2,2021-04-29,N
2000000489,05000007,62,2020-01-13,2019-12-14,,2020-12-28,,2,2020-12-31,N
2000000490,05000007,63,2020-03-02,2020-02-01,,2021-01-11,,2,2021-01-14,N
2000000491,05000007,64,2020-08-31,2020-08-01,2021-08-02,,,2,2021-08-05,N
2000000492,05000007,65,2020-08-17,2020-07-18,,2021-06-14,,2,2021-06-17,N
2000000493,05000007,66,2020-05-25,2020-04-25,,2021-02-08,,2,2021-02-11,N
2000000494,05000007,67,2020-09-14,2020-08-15,,2021-04-19,,2,2021-04-22,N
2000000495,05000007,68,2020-06-15,2020-05-16,,2021-04-12,,2,2021-04-15,N
2000000496,05000007,69,2020-02-17,2020-01-18,,2020-12-28,,2,2020-12-31,N
2000000497,05000007,70,2020-08-10,2020-07-11,2021-04-05,,,2,2021-04-08,N
2000000498,05000008,1,2020-01-06,2019-12-07,,2020-11-09,,2,2020-11-12,N
2000000499,05000008,2,2020-10-05,2020-09-05,,2021-07-19,,2,2021-07-22,N
2000000500,05000008,3,2020-03-30,2020-02-29,,2020-11-09,,2,2020-11-12,N
2000000501,05000008,4,2020-08-17,2020-07-18,,,,2,2021-07-08,N
2000000502,05000008,5,2020-04-20,2020-03-21,2021-03-01,,,2,2021-03-04,N
2000000503,05000008,6,2020-06-08,2020-05-09,,,2021-01-11,2,2021-01-14,N
2000000504,05000008,7,2020-07-27,2020-06-27,,2021-06-28,,2,2021-07-01,N
2000000505,05000008,8,2020-03-09,2020-02-08,,2021-02-08,,2,2021-02-11,N
2000000506,05000008,9,2020-07-20,2020-06-20,,2021-05-31,,2,2021-06-03,N
2000000507,05000008,10,2020-08-17,2020-07-18,,2021-06-28,,2,2021-07-01,N
2000000508,05000008,11,2020-02-03,2020-01-04,,2021-01-18,,2,2021-01-21,N
2000000509,05000008,12,2020-06-15,2020-05-16,,2021-05-10,,2,2021-05-13,N
2000000510,05000008,13,2020-05-25,2020-04-25,,2021-03-08,,2,2021-03-11,N
2000000511,05000008,14,2020-06-08,2020-05-09,,2021-04-05,,2,2021-04-08,N
2000000512,05000008,15,2020-08-10,2020-07-11,,,2021-04-12,2,2021-04-15,N
2000000513,05000008,16,2020-10-12,2020-09-12,,2021-05-24,,2,2021-05-27,Y
2000000514,05000008,17,2020-09-07,2020-08-08,2021-05-17,,,2,2021-05-20,N
2000000515,05000008,18,2020-08-24,2020-07-25,,2021-07-12,,2,2021-07-15,N
2000000516,05000008,19,2020-03-16,2020-02-15,,2021-02-08,,2,2021-02-11,N
2000000517,05000008,20,2020-04-27,2020-03-28,,2021-03-08,,2,2021-03-11,N
2000000518,05000008,21,2020-02-17,2020-01-18,,2020-11-16,,2,2020-11-19,N
2000000519,05000008,22,2020-06-22,2020-05-23,,2021-01-18,,2,2021-01-21,N
2000000520,05000008,23,2020-08-24,2020-07-25,,,2021-06-07,2,2021-06-10,N
2000000521,05000008,24,2020-06-22,2020-05-23,2021-05-03,,,2,2021-05-06,N
2000000522,05000008,25,2020-04-06,2020-03-07,,2021-03-01,,2,2021-03-04,N
2000000523,05000008,26,2020-06-29,2020-05-30,,2021-04-05,,2,2021-04-08,N
2000000524,05000008,27,2020-07-06,2020-06-06,,2021-03-08,,2,2021-03-11,N
2000000525,05000008,28,2020-10-12,2020-09-12,,2021-06-21,,2,2021-06-24,N
2000000526,05000008,29,2020-04-20,2020-03-21,2020-12-28,,,2,2020-12-31,Y
2000000527,05000008,30,2020-09-21,2020-08-22,,2021-05-10,,2,2021-05-13,N
2000000528,05000008,31,2020-04-20,2020-03-21,,2020-12-07,,2,2020-12-10,Y
2000000529,05000008,32,2020-02-17,2020-01-18,,2020-11-09,,2,2020-11-12,N
2000000530,05000008,33,2020-01-20,2019-12-21,,2020-11-16,,2,2020-11-19,N
2000000531,05000008,34,2020-06-01,2020-05-02,,2021-02-08,,2,2021-02-11,N
2000000532,05000008,35,2020-07-06,2020-06-06,,,2021-02-01,2,2021-02-04,N
2000000533,05000008,36,2020-05-04,2020-04-04,,2021-03-08,,2,2021-03-11,N
2000000534,05000008,37,2020-04-13,2020-03-14,,2021-03-08,,2,2021-03-11,N
2000000535,05000008,38,2020-04-13,2020-03-14,,2020-11-23,,2,2020-11-26,N
2000000536,05000008,39,2020-03-02,2020-02-01,,2020-11-09,,2,2020-11-12,N
2000000537,05000008,40,2020-01-13,2019-12-14,2020-11-09,,,2,2020-11-12,N
2000000538,05000008,41,2020-02-10,2020-01-11,,,2020-11-30,2,2020-12-03,Y
2000000539,05000008,42,2020-09-14,2020-08-15,,2021-08-09,,2,2021-08-12,N
2000000540,05000008,43,2020-07-13,2020-06-13,,2021-04-19,,2,2021-04-22,N
2000000541,05000008,44,2020-04-06,2020-03-07,2020-11-09,,,2,2020-11-12,N
2000000542,05000008,45,2020-09-14,2020-08-15,,2021-08-09,,2,2021-08-12,N
2000000543,05000008,46,2020-03-16,2020-02-15,,2021-01-11,,2,2021-01-14,N
2000000544,05000008,47,2020-08-17,2020-07-18,,2021-04-12,,2,2021-04-15,N
2000000545,05000008,48,2020-02-17,2020-01-18,2020-11-09,,,2,2020-11-12,N
2000000546,05000008,49,2020-07-27,2020-06-27,,2021-07-12,,2,2021-07-15,N
2000000547,05000008,50,2020-03-30,2020-02-29,,2020-11-09,,2,2020-11-12,N
2000000548,05000008,51,2020-03-02,2020-02-01,,,2020-11-09,2,2020-11-12,N
2000000549,05000008,52,2020-09-07,2020-08-08,,2021-04-12,,2,2021-04-15,N
2000000550,05000008,53,2020-06-29,2020-05-30,,2021-03-29,,2,2021-04-01,N
2000000551,05000008,54,2020-03-16,2020-02-15,,,2021-01-18,2,2021-01-21,N
2000000552,05000008,55,2020-03-30,2020-02-29,,,,2,2021-03-04,N
2000000553,05000008,56,2020-07-13,2020-06-13,,2021-04-12,,2,2021-04-15,N
2000000554,05000008,57,2020-06-29,2020-05-30,2021-03-29,,,2,2021-04-01,N
2000000555,05000008,58,2020-10-12,2020-09-12,,2021-09-06,,2,2021-09-09,N
2000000556,05000009,1,2020-02-10,2020-01-11,,2021-02-08,,2,2021-02-11,N
2000000557,05000009,2,2020-07-27,2020-06-27,,2021-07-05,,2,2021-07-08,N
2000000558,05000009,3,2020-08-31,2020-08-01,,2021-08-16,,2,2021-08-19,N
2000000559,05000009,4,2020-08-24,2020-07-25,,2021-05-31,,2,2021-06-03,N
2000000560,05000009,5,2020-10-12,2020-09-12,,2021-06-14,,2,2021-06-17,N
2000000561,05000009,6,2020-11-02,2020-10-03,,2021-08-23,,2,2021-08-26,N
2000000562,05000009,7,2020-02-17,2020-01-18,,2021-02-08,,2,2021-02-11,N
2000000563,05000009,8,2020-08-31,2020-08-01,2021-06-14,,,2,2021-06-17,Y
2000000564,05000009,9,2020-07-20,2020-06-20,,2021-05-31,,2,2021-06-03,Y
2000000565,05000009,10,2020-08-31,2020-08-01,,,2021-08-02,2,2021-08-05,N
2000000566,05000009,11,2020-07-20,2020-06-20,,,2021-05-17,2,2021-05-20,Y
2000000567,05000009,12,2020-07-27,2020-06-27,,,2021-05-17,2,2021-05-20,N
2000000568,05000009,13,2020-06-08,2020-05-09,,2021-02-22,,2,2021-02-25,N
2000000569,05000009,14,2020-03-23,2020-02-22,,,2021-02-08,2,2021-02-11,N
2000000570,05000009,15,2020-10-19,2020-09-19,,2021-06-14,,2,2021-06-17,N
2000000571,05000009,16,2020-09-21,2020-08-22,,2021-06-07,,2,2021-06-10,N
2000000572,05000009,17,2020-10-19,2020-09-19,,2021-06-21,,2,2021-06-24,N
2000000573,05000009,18,2020-07-06,2020-06-06,2021-03-08,,,2,2021-03-11,N
2000000574,05000009,19,2020-08-03,2020-07-04,,,2021-05-10,2,2021-05-13,Y
2000000575,05000009,20,2020-03-23,2020-02-22,,2021-02-08,,2,2021-02-11,N
2000000576,05000009,21,2020-06-29,2020-05-30,,2021-04-19,,2,2021-04-22,N
2000000577,05000009,22,2020-03-02,2020-02-01,,2021-02-08,,2,2021-02-11,N
2000000578,05000009,23,2020-06-29,2020-05-30,,2021-04-19,,2,2021-04-22,N
2000000579,05000009,24,2020-07-27,2020-06-27,,,,2,2021-06-03,N
2000000580,05000009,25,2020-06-08,2020-05-09,,2021-03-08,,2,2021-03-11,N
2000000581,05000009,26,2020-08-17,2020-07-18,,2021-03-15,,2,2021-03-18,N
2000000582,05000009,27,2020-09-21,2020-08-22,,2021-04-19,,2,2021-04-22,N
2000000583,05000009,28,2020-07-27,2020-06-27,,,2021-05-10,2,2021-05-13,N
2000000584,05000009,29,2020-03-16,2020-02-15,,2021-02-08,,2,2021-02-11,N
2000000585,05000009,30,2020-06-22,2020-05-23,2021-03-01,,,2,2021-03-04,N
2000000586,05000009,31,2020-04-27,2020-03-28,,2021-02-08,,2,2021-02-11,N
2000000587,05000009,32,2020-09-14,2020-08-15,,2021-07-19,,2,2021-07-22,N
2000000588,05000009,33,2020-03-30,2020-02-29,,2021-02-08,,2,2021-02-11,N
2000000589,05000009,34,2020-03-16,2020-02-15,,2021-02-08,,2,2021-02-11,N
2000000590,05000009,35,2020-10-26,2020-09-26,,2021-08-23,,2,2021-08-26,N
2000000591,05000009,36,2020-05-18,2020-04-18,,,2021-02-08,2,2021-02-11,N
2000000592,05000009,37,2020-06-22,2020-05-23,,2021-02-08,,2,2021-02-11,N
2000000593,05000009,38,2020-02-17,2020-01-18,,2021-02-08,,2,2021-02-11,N
2000000594,05000009,39,2020-03-09,2020-02-08,,2021-02-08,,2,2021-02-11,N
2000000595,05000009,40,2020-06-01,2020-05-02,,2021-03-15,,2,2021-03-18,N
2000000596,05000009,41,2020-02-24,2020-01-25,2021-02-08,,,2,2021-02-11,N
2000000597,05000009,42,2020-03-16,2020-02-15,,,,2,2021-02-11,N
2000000598,05000009,43,2020-04-20,2020-03-21,,,2021-02-08,2,2021-02-11,N
2000000599,05000009,44,2020-07-20,2020-06-20,,2021-05-24,,2,2021-05-27,N
2000000600,05000009,45,2020-10-19,2020-09-19,,2021-09-06,,2,2021-09-09,N
2000000601,05000009,46,2020-06-29,2020-05-30,,2021-05-10,,2,2021-05-13,N
2000000602,05000009,47,2020-05-25,2020-04-25,,2021-04-12,,2,2021-04-15,N
2000000603,05000009,48,2020-10-05,2020-09-05,,2021-07-26,,2,2021-07-29,N
2000000604,05000009,49,2020-11-09,2020-10-10,,2021-09-13,,2,2021-09-16,N
2000000605,05000009,50,2020-04-06,2020-03-07,,,2021-03-15,2,2021-03-18,N
2000000606,05000009,51,2020-04-27,2020-03-28,2021-02-08,,,2,2021-02-11,N
2000000607,05000009,52,2020-03-30,2020-02-29,2021-02-08,,,2,2021-02-11,Y
2000000608,05000009,53,2020-06-01,2020-05-02,,2021-04-26,,2,2021-04-29,Y
2000000609,05000009,54,2020-05-18,2020-04-18,,2021-02-22,,2,2021-02-25,N
2000000610,05000009,55,2020-10-26,2020-09-26,,,,2,2021-06-03,Y
2000000611,05000009,56,2020-02-17,2020-01-18,,,2021-02-08,2,2021-02-11,N
2000000612,05000009,57,2020-03-16,2020-02-15,2021-02-08,,,2,2021-02-11,Y
2000000613,05000009,58,2020-02-17,2020-01-18,,2021-02-08,,2,2021-02-11,N
2000000614,05000009,59,2020-08-10,2020-07-11,,2021-05-03,,2,2021-05-06,N
