pcd,pcd2,pcds,lat,long
HX4 9WF,HX4  9WF,HX4 9WF,53.73605037644647,-1.8792320897017418
HX7 9SL,HX7  9SL,HX7 9SL,53.736087906484826,-1.8793143514362636
HX1 8PX,HX1  8PX,HX1 8PX,53.73581802412651,-1.8767623776369124
HX7 4ST,HX7  4ST,HX7 4ST,53.7347870629091,-1.876285171604183
HX3 8BZ,HX3  8BZ,HX3 8BZ,53.734883241815325,-1.8777098893498603
HX1 8WD,HX1  8WD,HX1 8WD,53.73465849338137,-1.8740216215280348
HX1 0DL,HX1  0DL,HX1 0DL,53.73487242656555,-1.8777152510194457
HX7 3BX,HX7  3BX,HX7 3BX,53.7487742004112,-1.8783957063939531
HX7 2XE,HX7  2XE,HX7 2XE,53.749123728954956,-1.8783045348879652
HX7 9RB,HX7  9RB,HX7 9RB,53.74956003549694,-1.8768982076042984
HX2 5DY,HX2  5DY,HX2 5DY,53.747860562580136,-1.8790968897785567
HX7 2PT,HX7  2PT,HX7 2PT,53.74887725918035,-1.879842276163456
HX5 2BY,HX5  2BY,HX5 2BY,53.7481354029875,-1.8799669331735738
HX4 8RJ,HX4  8RJ,HX4 8RJ,53.74902281774436,-1.8764516798567095
HX4 4UR,HX4  4UR,HX4 4UR,53.749490799087795,-1.879151040208616
HX1 6UP,HX1  6UP,HX1 6UP,53.74673702114905,-1.881782014415305
HX1 8AY,HX1  8AY,HX1 8AY,53.74825035673014,-1.880721371751198
HX7 9FE,HX7  9FE,HX7 9FE,53.74667561999448,-1.8838732036264942
HX6 4EJ,HX6  4EJ,HX6 4EJ,53.746767270362184,-1.8817706177790958
HX2 8FA,HX2  8FA,HX2 8FA,53.74649454867698,-1.88323012269238
HX4 8HX,HX4  8HX,HX4 8HX,53.746713049193744,-1.8837832019690237
HX4 2SH,HX4  2SH,HX4 2SH,53.7474121408946,-1.883182557582104
HX1 0FT,HX1  0FT,HX1 0FT,53.74779760564122,-1.8820200481577432
HX4 1DQ,HX4  1DQ,HX4 1DQ,53.73301676778919,-1.877582654818204
HX3 0ET,HX3  0ET,HX3 0ET,53.73386764352203,-1.8763015942100767
HX3 4EE,HX3  4EE,HX3 4EE,53.733437233977845,-1.8757854647416772
HX3 2SG,HX3  2SG,HX3 2SG,53.73386866180616,-1.8762586834200976
HX1 4NR,HX1  4NR,HX1 4NR,53.7336463272844,-1.8762870273206937
HX4 8YF,HX4  8YF,HX4 8YF,53.73386903978893,-1.8763098921464862
HX2 6JG,HX2  6JG,HX2 6JG,53.73386022934134,-1.8710669495580694
HX1 2YA,HX1  2YA,HX1 2YA,53.73515308986218,-1.8726006607022287
HX3 4TN,HX3  4TN,HX3 4TN,53.73290972323707,-1.874169760639037
HX1 6SG,HX1  6SG,HX1 6SG,53.73408711179298,-1.8753174225060214
HX7 6DD,HX7  6DD,HX7 6DD,53.73407204704355,-1.8753250890905326
HX3 3AG,HX3  3AG,HX3 3AG,53.73407514340868,-1.8753168882358295
HX4 5NQ,HX4  5NQ,HX4 5NQ,53.73408309409611,-1.8752355952883761
HX7 3QA,HX7  3QA,HX7 3QA,53.734092155438056,-1.875335748270955
HX4 5FR,HX4  5FR,HX4 5FR,53.73348678620011,-1.8733595069897102
HX5 9PL,HX5  9PL,HX5 9PL,53.73173273377256,-1.8728448137925076
HX4 8PJ,HX4  8PJ,HX4 8PJ,53.73419219781594,-1.882759100109238
HX2 0TJ,HX2  0TJ,HX2 0TJ,53.732716898423135,-1.8756851337411071
HX6 3LR,HX6  3LR,HX6 3LR,53.732757170962614,-1.8801834300071958
HX6 0GR,HX6  0GR,HX6 0GR,53.732736486968975,-1.8801452663588774
HX1 5EU,HX1  5EU,HX1 5EU,53.734204103313566,-1.8826746223111024
HX3 1PZ,HX3  1PZ,HX3 1PZ,53.7258040124297,-2.1203337369979267
HX4 4WR,HX4  4WR,HX4 4WR,53.72695388538478,-2.1166884445785987
HX6 7WR,HX6  7WR,HX6 7WR,53.725831185925465,-2.120514571310595
HX7 5EB,HX7  5EB,HX7 5EB,53.72559119356476,-2.119220031736388
HX7 1XQ,HX7  1XQ,HX7 1XQ,53.72703899677196,-2.122059018318204
HX5 3YW,HX5  3YW,HX5 3YW,53.7256296414272,-2.119234483488343
HX6 3GE,HX6  3GE,HX6 3GE,53.72583194962661,-2.12030797173101
HX2 3NY,HX2  3NY,HX2 3NY,53.71709435433624,-2.085677416102418
HX2 5SB,HX2  5SB,HX2 5SB,53.71887371775377,-2.08997636345041
HX3 4RH,HX3  4RH,HX3 4RH,53.71886598474329,-2.08836127915276
HX6 4HQ,HX6  4HQ,HX6 4HQ,53.71886304323485,-2.0882730226850095
HX6 0YR,HX6  0YR,HX6 0YR,53.71819931244053,-2.0854329395268376
HX1 6SP,HX1  6SP,HX1 6SP,53.71977705029967,-2.0930845938948095
HX4 2FA,HX4  2FA,HX4 2FA,53.71886787351094,-2.0900752257882456
HX6 9XZ,HX6  9XZ,HX6 9XZ,53.720365052067045,-2.0914309182686774
HX4 0TZ,HX4  0TZ,HX4 0TZ,53.719311608537666,-2.097658081487645
HX3 2RS,HX3  2RS,HX3 2RS,53.718334660533316,-2.098543439613895
HX2 1AG,HX2  1AG,HX2 1AG,53.719520665402875,-2.0994044005241648
HX2 6BE,HX2  6BE,HX2 6BE,53.71634363918083,-2.094105084949075
HX5 5NT,HX5  5NT,HX5 5NT,53.71514728583234,-2.0944130241444965
HX3 3DN,HX3  3DN,HX3 3DN,53.71579223395008,-2.094699240797397
HX6 4NR,HX6  4NR,HX6 4NR,53.71587623228235,-2.093945832211197
HX5 5LN,HX5  5LN,HX5 5LN,53.71603584259965,-2.090779036688215
HX6 7DY,HX6  7DY,HX6 7DY,53.71514819161859,-2.094428857507555
HX3 8BX,HX3  8BX,HX3 8BX,53.7127560635943,-2.097748673605599
HX3 2QF,HX3  2QF,HX3 2QF,53.71164686043299,-2.108553228552081
HX3 9FR,HX3  9FR,HX3 9FR,53.711505132565016,-2.107136464607287
HX4 6XY,HX4  6XY,HX4 6XY,53.71292011700155,-2.109711378978281
HX7 9WY,HX7  9WY,HX7 9WY,53.70724590442349,-2.1034211046838656
HX7 4BH,HX7  4BH,HX7 4BH,53.717164959580685,-2.0935673311019367
HX2 0UU,HX2  0UU,HX2 0UU,53.71834358395934,-2.0938979131745623
HX6 9ET,HX6  9ET,HX6 9ET,53.719285209864246,-2.0956536938770536
HX3 7HX,HX3  7HX,HX3 7HX,53.71849281568907,-2.092553599198948
HX2 3LR,HX2  3LR,HX2 3LR,53.71797428851367,-2.0940768878873857
HX4 3QH,HX4  3QH,HX4 3QH,53.718458695296505,-2.09354290134853
HX5 3HP,HX5  3HP,HX5 3HP,53.717588185787534,-2.0994061013338396
HX4 9WZ,HX4  9WZ,HX4 9WZ,53.718844186301915,-2.1003538846427348
HX5 1QZ,HX5  1QZ,HX5 1QZ,53.71774324741411,-2.0979239078506247
HX6 6HB,HX6  6HB,HX6 6HB,53.718184993555376,-2.0995167111753084
HX7 3QP,HX7  3QP,HX7 3QP,53.71770317848058,-2.0990590168004832
HX4 2PP,HX4  2PP,HX4 2PP,53.71888623643915,-2.100198058346044
HX2 0DU,HX2  0DU,HX2 0DU,53.71758926022754,-2.0993658962966806
HX4 4BL,HX4  4BL,HX4 4BL,53.71885351402552,-2.1003719572888406
HX6 0EW,HX6  0EW,HX6 0EW,53.71809623882202,-2.124584887664127
HX7 0GD,HX7  0GD,HX7 0GD,53.72902818448639,-2.144944162842718
HX1 0TT,HX1  0TT,HX1 0TT,53.71875383191928,-2.1338709338121977
HX5 2QA,HX5  2QA,HX5 2QA,53.71771501560252,-2.0972716390912574
HX7 2UH,HX7  2UH,HX7 2UH,53.717730841339126,-2.0972180937119638
HX7 9HG,HX7  9HG,HX7 9HG,53.7177318402057,-2.0972667596048287
HX7 7EJ,HX7  7EJ,HX7 7EJ,53.7194637617522,-2.1127558918922547
HX1 1YE,HX1  1YE,HX1 1YE,53.71732796144662,-2.1049146075010943
HX5 4DR,HX5  4DR,HX5 4DR,53.71566171008726,-2.098353366639717
HX2 2ES,HX2  2ES,HX2 2ES,53.71731826233671,-2.1049382538690335
HX7 3UQ,HX7  3UQ,HX7 3UQ,53.71443930893737,-2.090460646124658
HX1 9HY,HX1  9HY,HX1 9HY,53.71441210686759,-2.0905340848806215
HX6 7HR,HX6  7HR,HX6 7HR,53.71494708415185,-2.0916455237520224
HX6 7PY,HX6  7PY,HX6 7PY,53.71390667148316,-2.083176088391679
HX6 8DU,HX6  8DU,HX6 8DU,53.713888823482186,-2.0831517116046023
HX3 5QY,HX3  5QY,HX3 5QY,53.71424083886567,-2.08615857530205
HX2 4GX,HX2  4GX,HX2 4GX,53.714499781275165,-2.080544000233769
HX2 6PW,HX2  6PW,HX2 6PW,53.71386490753711,-2.083213197014208
HX6 3BA,HX6  3BA,HX6 3BA,53.7138524876711,-2.083203254701312
HX3 7LQ,HX3  7LQ,HX3 7LQ,53.71453389066928,-2.0886857705943003
HX3 3DT,HX3  3DT,HX3 3DT,53.71255679626223,-2.091365598420482
HX3 0PJ,HX3  0PJ,HX3 0PJ,53.71341779844274,-2.0900582729831134
HX7 1FP,HX7  1FP,HX7 1FP,53.71494061384206,-2.093391953530005
HX2 6TP,HX2  6TP,HX2 6TP,53.71433993180018,-2.0944887564573023
HX5 5PL,HX5  5PL,HX5 5PL,53.71421505769122,-2.0951299637221585
HX5 4WY,HX5  4WY,HX5 4WY,53.71479775211631,-2.0925604749830162
HX1 8WF,HX1  8WF,HX1 8WF,53.71244967238305,-2.08890730818553
HX4 2UT,HX4  2UT,HX4 2UT,53.712691557627664,-2.082300127036748
HX1 1JF,HX1  1JF,HX1 1JF,53.71290112899628,-2.0847902820664768
HX6 7DS,HX6  7DS,HX6 7DS,53.713836531586416,-2.0856540288450534
HX3 7ZE,HX3  7ZE,HX3 7ZE,53.70978940944006,-2.0798173423167774
HX4 3AJ,HX4  3AJ,HX4 3AJ,53.709761000685376,-2.0798065906089684
HX3 1LT,HX3  1LT,HX3 1LT,53.70995361162008,-2.0797966947092283
HX2 1YE,HX2  1YE,HX2 1YE,53.71008481371678,-2.0864787862288336
HX6 0PA,HX6  0PA,HX6 0PA,53.70995594585085,-2.079787388488487
HX1 7NQ,HX1  7NQ,HX1 7NQ,53.71127874838432,-2.0827921150447426
HX3 0DY,HX3  0DY,HX3 0DY,53.70992773827403,-2.0797603655761194
HX3 0NQ,HX3  0NQ,HX3 0NQ,53.711843641007256,-2.0789479580663426
HX3 0YX,HX3  0YX,HX3 0YX,53.71215075435676,-2.102275451478737
HX3 5ZT,HX3  5ZT,HX3 5ZT,53.71225094009994,-2.103183418033944
HX5 3PY,HX5  3PY,HX5 3PY,53.70830501550627,-2.0970206234018254
HX3 6RQ,HX3  6RQ,HX3 6RQ,53.715037530851774,-2.105807083966133
HX2 5YH,HX2  5YH,HX2 5YH,53.70874302198274,-2.09384534903472
HX6 6EE,HX6  6EE,HX6 6EE,53.708890887953444,-2.092245582252823
HX6 5XD,HX6  5XD,HX6 5XD,53.70276965751315,-2.0959847095486777
HX5 7RX,HX5  7RX,HX5 7RX,53.70895342028853,-2.0940343969433064
HX4 6PH,HX4  6PH,HX4 6PH,53.70518054416323,-2.0891594772352517
HX1 8NT,HX1  8NT,HX1 8NT,53.70323445909235,-2.1251694067835745
HX5 0QY,HX5  0QY,HX5 0QY,53.703239696919006,-2.125183397630324
HX7 3DH,HX7  3DH,HX7 3DH,53.70630882823278,-2.115557013993612
HX7 3JZ,HX7  3JZ,HX7 3JZ,53.70227750257082,-2.113498237202223
HX6 5FN,HX6  5FN,HX6 5FN,53.70342368274125,-2.106893906124225
HX7 4YX,HX7  4YX,HX7 4YX,53.70496071069745,-2.104919926046533
HX4 0TE,HX4  0TE,HX4 0TE,53.7034224977934,-2.1068762264563365
HX5 0RE,HX5  0RE,HX5 0RE,53.703389887763244,-2.106930903632984
HX2 9AZ,HX2  9AZ,HX2 9AZ,53.70505012991537,-2.1039723743022845
HX7 7YY,HX7  7YY,HX7 7YY,53.734895439092256,-2.1115987957412226
HX6 7UF,HX6  7UF,HX6 7UF,53.73493861260745,-2.1115545410612064
HX7 8QQ,HX7  8QQ,HX7 8QQ,53.73376712218914,-2.0928998174971785
HX4 3UT,HX4  3UT,HX4 3UT,53.74064988323284,-2.1109474797761045
HX5 2HR,HX5  2HR,HX5 2HR,53.73790433320473,-2.1201464424009093
HX7 3GB,HX7  3GB,HX7 3GB,53.736881254637574,-2.1261672301836545
HX3 9PD,HX3  9PD,HX3 9PD,53.73490269210909,-2.1116114720341375
HX1 0ZA,HX1  0ZA,HX1 0ZA,53.73359650797836,-2.140564198921523
HX4 1PQ,HX4  1PQ,HX4 1PQ,53.73667685183787,-2.1370729477927
HX3 5TA,HX3  5TA,HX3 5TA,53.73504654514041,-2.147389563664805
HX5 7RA,HX5  7RA,HX5 7RA,53.730931763980884,-2.141889353614738
HX4 6EN,HX4  6EN,HX4 6EN,53.73200896947667,-2.1444609278875895
HX3 3WD,HX3  3WD,HX3 3WD,53.731068605185754,-2.142019229513307
HX7 9JS,HX7  9JS,HX7 9JS,53.731308521063816,-2.152357477595509
HX5 9ZG,HX5  9ZG,HX5 9ZG,53.73466410552494,-2.155324949992702
HX1 6YR,HX1  6YR,HX1 6YR,53.73129503927785,-2.152270309118666
HX2 3BU,HX2  3BU,HX2 3BU,53.73083595332681,-2.151344869412903
HX7 2JG,HX7  2JG,HX7 2JG,53.73120828454551,-2.1513794768409045
HX1 3JL,HX1  3JL,HX1 3JL,53.729955945704724,-2.1474976061346367
HX2 0NP,HX2  0NP,HX2 0NP,53.73115655575612,-2.1513761053492786
HX6 1QZ,HX6  1QZ,HX6 1QZ,53.732301812645936,-2.145956443032991
HX2 4AU,HX2  4AU,HX2 4AU,53.73171902377719,-2.1491358951823187
HX5 9ZX,HX5  9ZX,HX5 9ZX,53.73001700727352,-2.1348760554210173
HX5 5RX,HX5  5RX,HX5 5RX,53.73162109971871,-2.134299315033657
HX6 0FP,HX6  0FP,HX6 0FP,53.73405282421706,-2.1310185383573033
HX7 2XS,HX7  2XS,HX7 2XS,53.72998274916559,-2.135932395227589
HX1 0HT,HX1  0HT,HX1 0HT,53.72933706583531,-2.1303516630426675
HX2 9XG,HX2  9XG,HX2 9XG,53.73343982255094,-2.130771365806413
HX2 1LH,HX2  1LH,HX2 1LH,53.73029169239368,-2.1243180089862412
HX4 7QJ,HX4  7QJ,HX4 7QJ,53.726984793600245,-2.126698408155036
HX3 4YX,HX3  4YX,HX3 4YX,53.72794410269746,-2.1138880442574233
HX6 0NX,HX6  0NX,HX6 0NX,53.72539567686881,-2.1145271056767316
HX1 6DP,HX1  6DP,HX1 6DP,53.725885970438846,-2.115935653961837
HX3 5UU,HX3  5UU,HX3 5UU,53.72565645541412,-2.1147449475247075
HX2 7PZ,HX2  7PZ,HX2 7PZ,53.72507453164472,-2.114172272088199
HX6 0LN,HX6  0LN,HX6 0LN,53.723239350075715,-2.1035227204825637
HX2 9YW,HX2  9YW,HX2 9YW,53.724071784433434,-2.10166862723068
HX6 1SG,HX6  1SG,HX6 1SG,53.72385020444842,-2.1017824529488243
HX5 9NY,HX5  9NY,HX5 9NY,53.722078291950126,-2.10020733547508
HX2 5GQ,HX2  5GQ,HX2 5GQ,53.72246669079031,-2.0985173734555653
HX6 9TJ,HX6  9TJ,HX6 9TJ,53.72414721644806,-2.0984591968058726
HX4 9PX,HX4  9PX,HX4 9PX,53.7221587999073,-2.103724200025236
HX7 3SY,HX7  3SY,HX7 3SY,53.72173976319237,-2.1055588649432035
HX3 7ZB,HX3  7ZB,HX3 7ZB,53.722076004471575,-2.103960442660198
HX2 9RZ,HX2  9RZ,HX2 9RZ,53.723198382838305,-2.1071783068028154
HX5 2EE,HX5  2EE,HX5 2EE,53.72279028070879,-2.1073227392111296
HX5 9PX,HX5  9PX,HX5 9PX,53.723292703710506,-2.105724501821446
HX7 4DP,HX7  4DP,HX7 4DP,53.72232230199292,-2.1022188130915787
HX4 7QZ,HX4  7QZ,HX4 7QZ,53.722440029942994,-2.101898033518919
HX2 0SJ,HX2  0SJ,HX2 0SJ,53.72171287676371,-2.1013066361913317
HX6 5QU,HX6  5QU,HX6 5QU,53.722784451696064,-2.1044225843258486
HX3 4HB,HX3  4HB,HX3 4HB,53.71813273839725,-2.0956894062379123
HX2 0AS,HX2  0AS,HX2 0AS,53.71846495605494,-2.0963980569219496
HX3 8WR,HX3  8WR,HX3 8WR,53.71842315430959,-2.096488843560757
HX7 6UU,HX7  6UU,HX7 6UU,53.718506026900684,-2.0957263088378006
HX5 2FY,HX5  2FY,HX5 2FY,53.71811660348128,-2.0956217448196646
HX1 4GR,HX1  4GR,HX1 4GR,53.71884881108734,-1.8807340365497869
HX4 0DZ,HX4  0DZ,HX4 0DZ,53.718871693567436,-1.879447093957732
HX6 6AT,HX6  6AT,HX6 6AT,53.718342177181405,-1.8800854606795674
HX3 4DS,HX3  4DS,HX3 4DS,53.71858530982625,-1.8807341120859211
HX1 2QT,HX1  2QT,HX1 2QT,53.718682976823445,-1.8796210395910768
HX3 1SW,HX3  1SW,HX3 1SW,53.71846152221891,-1.879657546543246
HX3 1SD,HX3  1SD,HX3 1SD,53.719351329077355,-1.879309440231001
HX4 5PF,HX4  5PF,HX4 5PF,53.71865242007472,-1.8805555661125875
HX4 7JY,HX4  7JY,HX4 7JY,53.7200667121977,-1.879844781298933
HX7 6WW,HX7  6WW,HX7 6WW,53.72002183876835,-1.8799265137617014
HX1 6UA,HX1  6UA,HX1 6UA,53.720086361197104,-1.8796112067085957
HX6 8XH,HX6  8XH,HX6 8XH,53.72009844897954,-1.8794828373771908
HX1 6AJ,HX1  6AJ,HX1 6AJ,53.7204373067715,-1.8803552856314925
HX1 3HP,HX1  3HP,HX1 3HP,53.71684930369921,-1.8799436438722212
HX2 5UJ,HX2  5UJ,HX2 5UJ,53.71675858933283,-1.8783772529773661
HX2 9WA,HX2  9WA,HX2 9WA,53.71680453239627,-1.8783503064089078
HX2 4NP,HX2  4NP,HX2 4NP,53.71837468543055,-1.8772779904692156
HX7 7UW,HX7  7UW,HX7 7UW,53.71676161838516,-1.8783918698710622
HX1 2AP,HX1  2AP,HX1 2AP,53.717414374431236,-1.8796194108549966
HX1 5PY,HX1  5PY,HX1 5PY,53.71731831715719,-1.8780945382482728
HX6 6TG,HX6  6TG,HX6 6TG,53.7179685891269,-1.8766140055677285
HX7 5RA,HX7  5RA,HX7 5RA,53.718488241798255,-1.876569622571286
HX2 4FB,HX2  4FB,HX2 4FB,53.71773269222783,-1.8780479553737035
HX1 3HX,HX1  3HX,HX1 3HX,53.71830988155271,-1.8756720411593626
HX3 4YJ,HX3  4YJ,HX3 4YJ,53.717576365959395,-1.8782385522605025
HX7 9DR,HX7  9DR,HX7 9DR,53.71858626706981,-1.8870372945795317
HX4 0JJ,HX4  0JJ,HX4 0JJ,53.71883562116752,-1.8875714123325054
HX6 3QE,HX6  3QE,HX6 3QE,53.7183039782914,-1.8872747358462572
HX7 1YZ,HX7  1YZ,HX7 1YZ,53.71822732493793,-1.8872164145171335
HX7 8UT,HX7  8UT,HX7 8UT,53.71717213574844,-1.8836622361828401
HX1 4US,HX1  4US,HX1 4US,53.717383955603566,-1.8832488300109012
HX3 2RD,HX3  2RD,HX3 2RD,53.71668483365579,-1.8830751791373481
HX3 8SW,HX3  8SW,HX3 8SW,53.71732377821917,-1.8832628520574997
HX6 0UE,HX6  0UE,HX6 0UE,53.71676590537691,-1.8829315505286321
HX7 7HJ,HX7  7HJ,HX7 7HJ,53.71748703421881,-1.8838286530037238
HX2 4LG,HX2  4LG,HX2 4LG,53.71746271567978,-1.8835919162514896
HX3 4SN,HX3  4SN,HX3 4SN,53.715980760016635,-1.8845900593410947
HX2 3PY,HX2  3PY,HX2 3PY,53.722295079144985,-1.8843175822435492
HX4 3QG,HX4  3QG,HX4 3QG,53.72153370251592,-1.8863330494041253
HX5 7QF,HX5  7QF,HX5 7QF,53.72245228337199,-1.8848026056499583
HX7 7BS,HX7  7BS,HX7 7BS,53.722464518692384,-1.884711356288756
HX5 8JF,HX5  8JF,HX5 8JF,53.72233440235346,-1.8829290755358785
HX6 2YJ,HX6  2YJ,HX6 2YJ,53.72246060691325,-1.8819529998933096
HX1 9JL,HX1  9JL,HX1 9JL,53.722470183597586,-1.8847164220746955
HX6 7JN,HX6  7JN,HX6 7JN,53.71974477998263,-1.8814837680932108
HX3 8LW,HX3  8LW,HX3 8LW,53.71939617332183,-1.8829144493940844
HX1 0FG,HX1  0FG,HX1 0FG,53.72107124653403,-1.8818309551323742
HX5 6WT,HX5  6WT,HX5 6WT,53.72236709057128,-1.8823479828946275
HX6 0JY,HX6  0JY,HX6 0JY,53.71986193003529,-1.8817745097316287
HX1 5ZD,HX1  5ZD,HX1 5ZD,53.720171291596486,-1.8845212841303645
HX6 3ND,HX6  3ND,HX6 3ND,53.71773202162634,-1.8844963153134966
HX4 3PH,HX4  3PH,HX4 3PH,53.718620699556276,-1.8832108026169396
HX7 8GY,HX7  8GY,HX7 8GY,53.71762727426252,-1.8850935764345633
HX2 3HG,HX2  3HG,HX2 3HG,53.718586945325214,-1.8831181378806365
HX7 6HQ,HX7  6HQ,HX7 6HQ,53.71887105307906,-1.8833230243537615
HX2 8WY,HX2  8WY,HX2 8WY,53.717407713897835,-1.8931784187231666
HX6 3JG,HX6  3JG,HX6 3JG,53.718464093651264,-1.8911779729942946
HX2 3UJ,HX2  3UJ,HX2 3UJ,53.71789836448642,-1.8940037554821918
HX5 2FL,HX5  2FL,HX5 2FL,53.71808031763946,-1.892577458458611
HX6 5JB,HX6  5JB,HX6 5JB,53.71776570547651,-1.8936415711998138
HX4 8LU,HX4  8LU,HX4 8LU,53.71916374786051,-1.8870045537491043
HX6 4ZZ,HX6  4ZZ,HX6 4ZZ,53.7192721825513,-1.884715521128654
HX6 3FB,HX6  3FB,HX6 3FB,53.71777931083191,-1.8862784266907493
HX5 4NN,HX5  4NN,HX5 4NN,53.718990663850455,-1.884502889840021
HX3 6AR,HX3  6AR,HX3 6AR,53.719580224394946,-1.8864614941066904
HX7 8UZ,HX7  8UZ,HX7 8UZ,53.71979569045893,-1.886155730985359
HX4 1WG,HX4  1WG,HX4 1WG,53.71811737096527,-1.884902211252935
HX3 4XU,HX3  4XU,HX3 4XU,53.715048876328076,-1.8899036528439834
HX1 3ZW,HX1  3ZW,HX1 3ZW,53.71769055398906,-1.8911290236975642
HX5 1DF,HX5  1DF,HX5 1DF,53.71736274488642,-1.8917895083900889
HX4 0NX,HX4  0NX,HX4 0NX,53.71660002411554,-1.8894717905908318
HX5 3FN,HX5  3FN,HX5 3FN,53.71501591746083,-1.8902073683559815
HX3 7YB,HX3  7YB,HX3 7YB,53.714966850393076,-1.890032585929778
HX5 2RN,HX5  2RN,HX5 2RN,53.71571455300486,-1.8907509669465543
HX7 9GJ,HX7  9GJ,HX7 9GJ,53.71642273325429,-1.8914425440655156
HX6 8ZZ,HX6  8ZZ,HX6 8ZZ,53.71577263506343,-1.8872324449364615
HX4 7HF,HX4  7HF,HX4 7HF,53.7169392430275,-1.8865341724804563
HX2 7HR,HX2  7HR,HX2 7HR,53.71440626391033,-1.8872834494744593
HX2 7BS,HX2  7BS,HX2 7BS,53.7182992866806,-1.8903087190055745
HX4 3LJ,HX4  3LJ,HX4 3LJ,53.716669948235655,-1.888272680324523
HX3 4ZL,HX3  4ZL,HX3 4ZL,53.71851535011072,-1.8890467221268212
HX3 7RP,HX3  7RP,HX3 7RP,53.716670832353444,-1.8882763720562588
HX2 4XF,HX2  4XF,HX2 4XF,53.71668567804754,-1.8882525772796477
HX2 5NL,HX2  5NL,HX2 5NL,53.71661549264632,-1.8891811965883276
HX2 2SY,HX2  2SY,HX2 2SY,53.716863048890474,-1.8875882168687275
HX4 2UZ,HX4  2UZ,HX4 2UZ,53.71478799442296,-1.8826545933908876
HX4 8PU,HX4  8PU,HX4 8PU,53.716887202935204,-1.881329628981954
HX7 5ZH,HX7  5ZH,HX7 5ZH,53.71596754152487,-1.8803990089243172
HX2 5US,HX2  5US,HX2 5US,53.714806786254705,-1.8825338552651347
HX6 2PG,HX6  2PG,HX6 2PG,53.71551949125758,-1.886490588952562
HX1 5WE,HX1  5WE,HX1 5WE,53.716917071441806,-1.8853674279469386
HX2 4ZE,HX2  4ZE,HX2 4ZE,53.717267565157734,-1.8857929039804253
HX7 0ZS,HX7  0ZS,HX7 0ZS,53.71706434825483,-1.8860410127346476
HX3 8FH,HX3  8FH,HX3 8FH,53.716493800110705,-1.8844374540124755
HX2 1WW,HX2  1WW,HX2 1WW,53.71619848517145,-1.8862221512950703
HX7 5PU,HX7  5PU,HX7 5PU,53.71717511925996,-1.8859495584851134
HX5 0WW,HX5  0WW,HX5 0WW,53.716757538851574,-1.8855037128857202
HX5 1SN,HX5  1SN,HX5 1SN,53.716301498859174,-1.882364746871628
HX7 3JG,HX7  3JG,HX7 3JG,53.71600982376743,-1.8842694736078578
HX4 1ZT,HX4  1ZT,HX4 1ZT,53.715617494903455,-1.8838971953220784
HX6 2YG,HX6  2YG,HX6 2YG,53.71676168161557,-1.8819726362816351
HX1 9SN,HX1  9SN,HX1 9SN,53.716179514549495,-1.883028476686724
HX7 3UA,HX7  3UA,HX7 3UA,53.715539926227,-1.8848507328197321
HX1 9JZ,HX1  9JZ,HX1 9JZ,53.71437884110842,-1.8861770648099592
HX2 4FU,HX2  4FU,HX2 4FU,53.71553762900032,-1.8848299240738071
HX7 2LN,HX7  2LN,HX7 2LN,53.76384592002217,-1.8829717270788835
HX3 0ZW,HX3  0ZW,HX3 0ZW,53.76521894765452,-1.8845426107528975
HX3 7AS,HX3  7AS,HX3 7AS,53.765289708331984,-1.8819245357570091
HX3 8BJ,HX3  8BJ,HX3 8BJ,53.7650416234935,-1.8821239523054623
HX1 1HF,HX1  1HF,HX1 1HF,53.76532824401756,-1.8840024282637078
HX6 6LQ,HX6  6LQ,HX6 6LQ,53.763852028541656,-1.8829273438902214
HX2 2EL,HX2  2EL,HX2 2EL,53.76478351319007,-1.881384713307331
HX3 2EW,HX3  2EW,HX3 2EW,53.759959601440656,-1.8970742591770127
HX3 2AP,HX3  2AP,HX3 2AP,53.75907495810141,-1.8931798164200093
HX1 5LW,HX1  5LW,HX1 5LW,53.7599655751131,-1.8952904927881487
HX4 6WF,HX4  6WF,HX4 6WF,53.76120097643694,-1.8952812255827733
HX1 0JY,HX1  0JY,HX1 0JY,53.74613021738867,-1.901256856520745
HX2 4RU,HX2  4RU,HX2 4RU,53.74609889852872,-1.9012243142631302
HX3 7PB,HX3  7PB,HX3 7PB,53.74543152277313,-1.9002244149466136
HX3 1HY,HX3  1HY,HX3 1HY,53.74345261315675,-1.899263942986686
HX2 0LR,HX2  0LR,HX2 0LR,53.74350466633592,-1.8996986536706797
HX1 1DG,HX1  1DG,HX1 1DG,53.74346103478221,-1.899245844682878
HX2 7QQ,HX2  7QQ,HX2 7QQ,53.74706056522292,-1.9009698940529782
HX7 3YD,HX7  3YD,HX7 3YD,53.74792088787103,-1.9018151388713496
HX6 6LX,HX6  6LX,HX6 6LX,53.75068335432883,-1.9012378205019906
HX2 6UP,HX2  6UP,HX2 6UP,53.74902589988704,-1.9028080496034634
HX2 7UF,HX2  7UF,HX2 7UF,53.74902494580686,-1.903167925551817
HX2 2AZ,HX2  2AZ,HX2 2AZ,53.749022849684664,-1.9027873783135258
HX6 2GX,HX6  2GX,HX6 2GX,53.747639159292035,-1.9030046689141054
HX2 5NU,HX2  5NU,HX2 5NU,53.72027095929916,-2.1053502202499876
HX1 1JZ,HX1  1JZ,HX1 1JZ,53.719980826752995,-2.1039647223444184
